#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-09-19T20:11:21 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ba2acb523c60	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/ApJS/211/24&tab:{J/ApJS/211/24/table1}&key:source=J/ApJS/211/24/table1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/211/24/table1
#-order=I
#-out=KIC
#-out=Teff
#-out=log(g)
#-out=Mass
#-out=Prot
#-out=e_Prot
#-out=n_Prot
#
#
#RESOURCE=yCat_22110024
#Name: J/ApJS/211/24
#Title: Rotation periods of Kepler MS stars (McQuillan+, 2014)
#Table	J_ApJS_211_24_table1:
#Name: J/ApJS/211/24/table1
#Title: The rotation period measurements for the 34030 stars presented in this work
#Column	KIC	(I8)	Kepler Input Catalog identifier (Cat. V/133)	[ucd=meta.id;meta.main]
#Column	Teff	(I4)	[3197/6499] Star effective temperature	[ucd=phys.temperature.effective]
#Column	log(g)	(F5.2)	[3.5/5.4] Star surface gravity (log)	[ucd=phot.sb]
#Column	Mass	(F7.4)	[0.2/1.3] Star mass (1)	[ucd=phys.mass]
#Column	Prot	(F6.3)	[0.2/70]? Rotation period	[ucd=time.period]
#Column	e_Prot	(F6.3)	[0/51]? Error in Prot	[ucd=stat.error]
#Column	n_Prot	(A3)	Period flag (4)	[ucd=meta.note]
KIC	Teff	log(g)	Mass	Prot	e_Prot	n_Prot
 4465314	5363	 4.51	 0.9284	 3.079	 0.031	
 4465419	5582	 4.42	 0.9868	31.240	 0.110	
 4465454	5375	 4.67	 0.9316	21.308	 0.174	
 4465539	5377	 4.46	 0.9321	23.137	 0.161	
 4466272	4426	 4.69	 0.6793	32.990	 6.620	
 4466733	4993	 4.43	 0.8324	27.592	 0.357	
 4469290	5241	 4.54	 0.8966	 1.958	 0.007	
 4469337	5733	 4.35	 1.0286	13.781	 0.070	
 4469638	4775	 4.29	 0.7753	28.288	 0.156	
 4469825	6365	 4.55	 1.2270	 2.848	 0.004	
 4469840	6342	 4.23	 1.2189	 2.678	 0.005	
 4469921	5009	 4.59	 0.8366	26.086	 0.978	
 4470289	5484	 4.42	 0.9604	21.628	 0.799	
 4470477	6388	 4.13	 1.2352	11.085	 0.195	
 4470499	6352	 4.14	 1.2224	 3.273	 0.010	
 4470587	5671	 4.08	 1.0113	23.939	 0.755	
 4470609	5028	 4.43	 0.8415	 7.498	 0.005	
 4470764	5496	 4.37	 0.9637	 7.096	 0.087	
 4470832	5726	 4.73	 1.0267	 9.168	 0.089	
 4470964	5937	 4.39	 1.0879	 8.038	 0.012	
 4471058	6456	 4.33	 1.2599	 3.842	 0.888	
 4471313	5267	 4.69	 0.9034	18.644	 0.224	
 4471447	5069	 4.46	 0.8521	29.220	 9.913	
 4471487	5286	 4.25	 0.9083	14.813	 0.028	
 4471979	6135	 4.43	 1.1494	15.674	 0.184	
 4472233	5352	 4.46	 0.9256	15.050	 0.273	
 4472254	4467	 4.75	 0.6910	15.606	 0.338	
 4472371	5926	 4.47	 1.0846	15.774	 0.241	
 4472375	5583	 4.49	 0.9871	 7.334	 0.007	
 4472504	6065	 4.14	 1.1271	 8.807	 2.158	
 4473193	6207	 4.46	 1.1729	 9.076	 0.068	
 4473359	5927	 4.44	 1.0849	17.961	 1.984	
 4473631	5687	 4.58	 1.0157	12.648	 2.423	
 4473811	4428	 4.75	 0.6799	10.813	 0.006	
 4474033	5562	 4.44	 0.9814	15.769	 0.195	
 4474039	4781	 4.71	 0.7769	14.901	 0.135	
 4474127	5867	 4.15	 1.0671	 4.873	 0.034	
 4474898	5184	 4.57	 0.8819	24.684	 3.443	
 4474916	6010	 4.25	 1.1101	 0.347	 0.000	
 4475010	6187	 4.18	 1.1663	 1.083	 0.174	
 4475573	5795	 4.52	 1.0463	12.466	 0.324	
 4476013	5185	 4.70	 0.8821	26.925	 0.090	
 4476088	6010	 4.61	 1.1101	13.420	 0.147	
 4476193	5853	 4.33	 1.0630	13.118	 0.212	
 4476369	6047	 4.25	 1.1215	 7.864	 1.101	
 4476884	5960	 4.43	 1.0948	10.728	 1.441	
 4477083	5761	 4.28	 1.0366	13.563	 0.139	BQR
 4477148	5277	 4.80	 0.9060	25.149	 0.434	
 4477178	6074	 4.54	 1.1300	 5.066	 0.144	
 4477211	5022	 4.70	 0.8400	30.377	 1.589	
 4477339	5690	 4.37	 1.0166	17.723	 0.579	
 4477362	5589	 4.54	 0.9887	15.257	 0.136	
 4477511	5971	 4.40	 1.0981	13.674	 0.057	
 4477753	5595	 4.44	 0.9904	24.582	 4.066	
 4477830	6147	 4.56	 1.1533	 2.498	 0.027	
 4477910	6054	 4.57	 1.1237	 7.807	 0.015	
 4478142	5476	 4.51	 0.9583	22.888	 0.195	SM2
 4478202	5167	 4.52	 0.8775	12.073	 0.126	
 4478229	5652	 4.45	 1.0060	 3.688	 0.064	
 4478262	5622	 4.59	 0.9978	18.001	 0.380	
 4478334	5365	 4.54	 0.9290	21.701	 0.372	
 4478397	4912	 4.80	 0.8114	17.163	 0.053	
 4478457	6166	 4.58	 1.1594	 4.302	 0.147	
 4478464	5806	 4.37	 1.0494	 6.825	 0.020	
 4478661	5705	 4.55	 1.0208	 0.270	 0.004	
 4479046	5734	 4.55	 1.0289	 6.453	 0.015	
 4479178	5691	 4.53	 1.0169	18.531	 0.745	
 4479670	5115	 4.50	 0.8640	29.138	 4.766	
 4479685	4904	 4.56	 0.8093	16.948	 0.395	
 4479727	5061	 4.62	 0.8501	21.976	 0.165	
 4479881	5568	 4.74	 0.9830	18.101	 0.143	
 4480068	5039	 4.25	 0.8444	20.438	 0.245	
 4480218	5155	 4.59	 0.8744	15.890	 0.169	
 4480434	5447	 4.36	 0.9506	 4.535	 0.077	
 4480561	6074	 4.44	 1.1300	12.955	 1.891	
 4480575	4986	 4.56	 0.8306	61.130	 1.176	
 4480672	5108	 4.40	 0.8622	23.054	 0.062	
 4480683	5220	 4.20	 0.8912	12.431	 0.036	
 4480706	5820	 4.47	 1.0535	10.606	 0.115	
 4480769	5386	 4.61	 0.9345	16.436	 0.041	
 4480814	5059	 4.47	 0.8495	17.941	 3.289	
 4481350	4658	 4.71	 0.7440	 8.134	 0.010	
 4481854	6019	 4.64	 1.1128	 6.935	 0.011	SM1
 4481954	4590	 4.72	 0.7254	32.635	 0.426	
 4482348	5458	 4.29	 0.9535	 6.497	 0.036	
 4482881	5517	 4.66	 0.9693	10.267	 0.161	
 4482903	5498	 4.35	 0.9642	 4.066	 0.026	
 4483211	5447	 4.30	 0.9506	 5.577	 0.005	
 4483256	4656	 4.62	 0.7434	19.868	 0.079	
 4483262	6045	 4.25	 1.1209	 3.437	 0.004	
 4483658	4669	 4.43	 0.7470	19.915	 0.037	
 4488363	5647	 4.11	 1.0046	 5.666	 0.004	
 4488580	6319	 4.34	 1.2109	 3.938	 0.044	
 4488660	5187	 4.54	 0.8826	 5.528	 0.005	
 4488884	5879	 4.05	 1.0707	 3.655	 0.065	
 4489036	4680	 4.91	 0.7499	16.584	 0.120	
 4489603	6222	 4.44	 1.1779	 1.152	 0.008	
 4489821	5138	 4.77	 0.8700	21.959	 0.183	
 4489840	5075	 4.59	 0.8537	30.249	 0.255	
 4489844	5495	 4.40	 0.9634	 8.072	 0.051	
 4540355	5671	 4.46	 1.0113	14.804	 2.915	
 4540488	5013	 4.21	 0.8376	13.860	 0.041	
 4540592	5103	 4.52	 0.8609	22.478	 0.116	
 4540598	5958	 4.38	 1.0942	 3.673	 0.026	
 4540705	5425	 4.42	 0.9448	19.259	 3.447	
 4540727	4881	 4.68	 0.8033	16.158	 0.018	
 4540728	6026	 4.48	 1.1150	 3.368	 0.022	
 4543058	5612	 4.16	 0.9950	25.715	 0.651	
 4543084	4674	 4.50	 0.7483	19.502	 0.325	
 4543171	6351	 4.25	 1.2221	13.585	 0.238	
 4543226	6314	 4.25	 1.2092	17.905	 0.041	
 4543412	5907	 4.25	 1.0789	 2.154	 0.003	
 4543577	4911	 4.59	 0.8111	26.793	 0.220	
 4543599	5680	 4.71	 1.0138	11.904	 0.233	
 4543661	5360	 4.67	 0.9277	 6.762	 0.014	
 4543732	5188	 4.45	 0.8829	15.844	 0.042	
 4543737	6258	 4.26	 1.1900	13.907	 0.070	
 4543822	6038	 4.26	 1.1187	 7.842	 0.019	
 4543879	5501	 4.14	 0.9650	24.163	 5.075	
 4544170	5065	 4.50	 0.8511	12.830	 0.212	
 4544757	5135	 4.73	 0.8692	29.435	 7.300	
 4544859	4537	 4.79	 0.7107	23.214	 0.151	
 4544938	4811	 4.46	 0.7849	31.630	 0.660	
 4545210	5580	 4.55	 0.9863	14.284	 0.046	
 4545266	4888	 4.76	 0.8051	26.420	 0.348	
 4545433	5225	 4.88	 0.8925	25.166	 0.680	
 4545649	5787	 4.40	 1.0440	 7.552	 0.217	
 4546129	5630	 4.32	 1.0000	 3.284	 0.008	
 4546250	5597	 4.29	 0.9909	28.128	 0.211	
 4546285	5221	 4.31	 0.8914	17.855	 0.080	
 4546432	5681	 4.34	 1.0141	11.410	 0.192	
 4546462	4930	 4.30	 0.8161	16.570	 0.042	
 4546501	6153	 4.36	 1.1552	 2.047	 0.039	
 4546591	4529	 4.61	 0.7085	23.170	 0.218	
 4547219	5789	 4.43	 1.0445	 8.100	 0.091	
 4547322	5633	 4.45	 1.0008	20.158	 3.269	
 4547377	4909	 4.46	 0.8106	13.294	 0.053	
 4547500	6064	 4.33	 1.1268	 9.451	 0.956	SM1
 4547660	5641	 4.57	 1.0030	15.171	 0.116	
 4548088	4938	 4.41	 0.8182	16.850	 0.029	
 4548442	5094	 4.62	 0.8586	13.486	 0.038	
 4548458	4912	 4.40	 0.8114	18.560	 0.039	
 4548572	5013	 4.49	 0.8376	22.523	 0.112	
 4548600	5472	 4.70	 0.9572	19.706	 0.622	
 4548654	5449	 4.53	 0.9511	19.327	 0.176	
 4550909	4661	 4.66	 0.7448	 0.719	 0.003	
 4551172	5532	 4.54	 0.9733	31.928	 0.829	
 4551202	5050	 4.51	 0.8472	 5.283	 0.005	
 4551563	6322	 4.17	 1.2119	 3.497	 0.014	
 4551645	5167	 4.51	 0.8775	20.227	 0.109	
 4551723	5786	 4.45	 1.0437	19.948	 0.261	
 4552031	4892	 4.70	 0.8062	21.402	 0.078	
 4552267	5841	 4.39	 1.0595	15.753	 1.975	
 4552395	5803	 4.40	 1.0486	 8.867	 0.032	
 4552562	5236	 4.74	 0.8953	23.021	 0.289	
 4552791	5901	 4.16	 1.0772	 5.507	 1.085	
 4552953	4540	 4.49	 0.7116	 3.252	 0.018	
 4552970	5802	 4.53	 1.0483	15.207	 0.261	
 4553072	5697	 4.12	 1.0185	 2.278	 0.413	
 4553079	5413	 4.34	 0.9416	25.264	 0.392	
 4553110	4600	 4.56	 0.7282	27.971	 1.078	
 4553344	4928	 4.40	 0.8155	33.951	 7.196	
 4553377	5689	 4.81	 1.0163	13.988	 0.603	
 4554156	5144	 4.39	 0.8715	33.419	 4.541	
 4554425	5331	 4.57	 0.9201	21.584	 0.422	
 4554441	5987	 4.28	 1.1030	 2.138	 0.013	
 4554595	5836	 4.19	 1.0581	13.994	 0.082	
 4554789	6232	 4.46	 1.1812	36.732	 2.046	
 4554830	5317	 4.31	 0.9164	 7.733	 0.031	
 4554845	5291	 4.44	 0.9096	26.860	 3.021	
 4555540	5195	 4.54	 0.8847	14.756	 1.220	
 4555566	5658	 4.55	 1.0077	 7.362	 0.012	
 4555661	6040	 4.45	 1.1193	 5.524	 0.007	
 4555662	5921	 4.29	 1.0831	 2.520	 0.004	
 4555711	5732	 4.33	 1.0283	17.031	 3.694	
 4555772	5394	 4.71	 0.9366	13.728	 0.020	
 4555954	5402	 4.04	 0.9387	16.256	 0.041	
 4556245	6040	 4.38	 1.1193	 3.565	 0.007	
 4556354	5285	 4.77	 0.9081	10.152	 0.104	
 4556365	5336	 4.55	 0.9214	 7.961	 0.008	
 4556556	6493	 4.17	 1.2736	 5.343	 1.549	SM1
 4556608	6338	 4.24	 1.2175	 4.399	 0.027	
 4556638	4922	 4.54	 0.8140	32.688	 0.733	
 4556677	4684	 4.62	 0.7510	34.034	 0.210	
 4557025	5090	 4.75	 0.8576	 2.875	 0.004	
 4557341	4891	 4.60	 0.8059	34.277	 5.088	
 4557406	5537	 4.41	 0.9747	 5.909	 0.069	
 4557559	5104	 3.89	 0.8612	22.030	 0.164	
 4557623	5446	 4.37	 0.9503	17.526	 0.338	
 4557905	4915	 4.44	 0.8122	25.797	 2.834	
 4562317	5127	 4.55	 0.8671	10.582	 0.027	
 4562715	4695	 4.50	 0.7540	29.552	 0.634	
 4562852	6278	 4.22	 1.1968	 8.526	 0.088	
 4562989	5130	 4.47	 0.8679	10.023	 0.081	
 4563006	6332	 3.75	 1.2154	 2.311	 0.007	
 4563134	5358	 4.53	 0.9271	15.525	 0.044	
 4563188	5413	 4.33	 0.9416	 5.173	 0.016	
 4563261	5932	 4.00	 1.0864	 8.974	 0.157	
 4563391	5546	 4.59	 0.9771	 9.138	 0.321	
 4565726	5751	 4.67	 1.0337	18.465	 0.739	
 4565873	5619	 4.76	 0.9969	22.798	 0.446	
 4566244	5201	 4.49	 0.8863	19.950	 0.656	
 4566436	5758	 4.70	 1.0357	15.686	 0.050	
 4566689	5365	 4.99	 0.9290	30.372	 1.278	
 4566691	5727	 4.71	 1.0269	16.012	 0.696	
 4566756	5836	 4.73	 1.0581	14.918	 0.254	
 4566878	5916	 4.37	 1.0816	 4.398	 0.012	
 4566906	5056	 4.80	 0.8488	34.484	 0.502	
 4566990	5459	 4.61	 0.9538	23.926	 0.466	
 4567004	4476	 4.87	 0.6936	33.811	 0.186	
 4567165	5670	 4.39	 1.0110	10.070	 0.016	
 4567224	6065	 4.12	 1.1271	 9.706	 1.816	
 4567303	4885	 4.62	 0.8043	16.805	 0.035	
 4567393	4966	 4.57	 0.8254	35.330	 6.132	
 4567480	5059	 4.54	 0.8495	17.109	 0.016	
 4567703	5644	 4.54	 1.0038	10.843	 0.049	
 4567714	5797	 4.58	 1.0468	 8.401	 0.010	
 4567772	5659	 4.47	 1.0080	17.422	 0.395	
 4567796	5793	 4.44	 1.0457	17.802	 0.212	
 4567902	5938	 4.33	 1.0882	 4.054	 0.030	
 4567997	6064	 4.21	 1.1268	 4.028	 0.006	
 4568380	5535	 4.73	 0.9741	15.497	 0.128	
 4568467	4881	 4.37	 0.8033	14.957	 2.750	
 4568694	4672	 4.54	 0.7478	35.769	 1.407	
 4568748	5961	 4.39	 1.0951	 2.946	 0.007	
 4568835	5204	 4.55	 0.8870	 8.620	 0.076	
 4568936	5896	 4.03	 1.0757	 6.225	 0.007	
 4569119	5992	 4.49	 1.1045	 5.742	 0.860	SM1
 4569337	6035	 4.44	 1.1178	12.028	 0.088	
 4569477	5881	 4.29	 1.0713	10.696	 0.133	
 4569579	5789	 4.59	 1.0445	 3.227	 0.012	
 4569596	6384	 4.29	 1.2338	40.941	 0.571	
 4569759	5799	 4.21	 1.0474	12.091	 0.203	
 4569832	5982	 4.48	 1.1015	 4.307	 0.009	
 4569914	5334	 4.62	 0.9209	 0.313	 0.004	
 4569930	5669	 3.91	 1.0107	 2.635	 0.006	
 4570046	5617	 4.42	 0.9964	14.918	 0.767	
 4570179	6053	 4.46	 1.1234	 7.620	 0.166	
 4570519	5488	 4.82	 0.9615	24.737	 1.099	
 4570825	5419	 4.58	 0.9432	 9.330	 0.154	
 4570914	4802	 4.30	 0.7825	 7.520	 0.040	
 4571097	4654	 3.96	 0.7429	13.297	 0.043	
 4571194	4694	 4.48	 0.7537	26.089	 0.338	
 4571281	6028	 4.48	 1.1156	 9.535	 0.380	
 4571333	5393	 4.44	 0.9363	 6.577	 0.024	
 4571351	5730	 4.28	 1.0278	15.471	 0.541	
 4571353	5033	 4.49	 0.8428	21.570	 0.287	
 4571520	6057	 4.22	 1.1246	 6.268	 0.257	
 4571573	5685	 4.32	 1.0152	16.672	 1.096	
 4571655	5801	 4.61	 1.0480	 4.406	 0.005	
 4571780	6215	 4.03	 1.1756	 2.076	 0.004	
 4572001	4681	 4.49	 0.7502	31.100	 5.731	
 4572074	5836	 4.65	 1.0581	 7.560	 0.018	
 4572196	5107	 4.78	 0.8619	28.023	 0.246	SM1
 4572221	6203	 4.39	 1.1716	36.594	 0.164	
 4572427	5311	 4.75	 0.9148	28.072	 1.734	
 4572489	4949	 4.45	 0.8210	30.610	 5.388	
 4573501	5734	 4.64	 1.0289	12.284	 0.054	
 4573862	5483	 4.90	 0.9602	18.748	 0.523	
 4574070	5323	 4.87	 0.9180	25.785	 0.525	
 4574319	5306	 4.54	 0.9135	29.833	 3.566	
 4574344	5517	 4.41	 0.9693	 4.433	 0.005	
 4574486	5846	 4.34	 1.0610	20.584	 0.219	
 4574664	5563	 4.46	 0.9817	 5.583	 0.111	
 4574797	5361	 4.76	 0.9279	 7.605	 0.007	
 4574976	4975	 4.70	 0.8278	29.309	 0.740	
 4574996	5909	 4.26	 1.0795	13.741	 0.477	BQR
 4575197	5855	 4.38	 1.0636	17.250	 0.577	
 4575669	5143	 4.56	 0.8713	12.500	 0.058	
 4575886	5147	 4.52	 0.8723	17.733	 1.097	
 4575944	5472	 4.68	 0.9572	 4.640	 0.029	
 4576056	4910	 4.22	 0.8109	16.256	 0.076	
 4576126	5791	 3.77	 1.0451	19.596	 4.559	
 4576331	5664	 4.43	 1.0093	16.263	 0.861	
 4576367	4504	 4.83	 0.7015	13.891	 0.475	
 4576596	4823	 4.50	 0.7880	34.424	 2.179	
 4576988	5453	 3.94	 0.9522	20.291	 4.540	
 4577230	6076	 4.48	 1.1306	 7.763	 0.057	
 4577324	6231	 4.25	 1.1809	 2.329	 0.000	
 4577669	5078	 4.32	 0.8545	19.871	 0.718	SM1
 4577742	5351	 4.73	 0.9253	 6.848	 0.005	
 4577768	5207	 4.57	 0.8878	17.862	 0.043	
 4577818	5430	 4.74	 0.9461	10.030	 0.048	
 4577860	5092	 4.70	 0.8581	 5.155	 0.011	
 4577914	5371	 4.57	 0.9305	28.505	 7.406	
 4577969	6456	 4.62	 1.2599	 1.801	 0.020	
 4578048	5375	 4.84	 0.9316	 4.553	 0.004	
 4578088	6041	 4.38	 1.1196	 1.111	 0.073	
 4578324	4897	 4.67	 0.8075	14.482	 0.078	
 4578491	6387	 4.03	 1.2349	14.044	 0.048	
 4578925	4416	 4.64	 0.6765	24.849	 0.019	
 4578999	5092	 4.30	 0.8581	27.617	 0.948	
 4579703	5525	 4.49	 0.9714	19.464	 0.413	
 4580015	5514	 4.47	 0.9685	 6.088	 0.005	
 4580018	5518	 4.47	 0.9696	 9.180	 0.013	
 4580911	5786	 4.63	 1.0437	13.971	 0.410	
 4581122	5682	 4.45	 1.0143	14.280	 0.062	
 4581295	5326	 4.40	 0.9188	20.114	 0.514	
 4584955	5909	 4.37	 1.0795	16.082	 0.221	
 4585145	4648	 4.48	 0.7413	11.206	 0.003	
 4585160	5005	 4.60	 0.8356	21.750	 0.269	
 4585486	5321	 4.45	 0.9175	 3.219	 0.005	
 4585631	5795	 4.45	 1.0463	 6.000	 0.067	
 4585662	5327	 4.50	 0.9190	24.164	 0.236	
 4585727	5385	 4.70	 0.9342	22.519	 0.216	
 4585905	5726	 4.37	 1.0267	 2.036	 0.007	
 4585976	5641	 3.90	 1.0030	 1.627	 0.003	
 4586691	5150	 4.69	 0.8731	29.087	 5.409	
 4586741	5612	 4.84	 0.9950	 6.369	 0.011	
 4587448	6352	 4.35	 1.2224	 2.240	 0.003	
 4587805	4892	 4.25	 0.8062	30.357	 0.053	
 4588047	5889	 4.52	 1.0736	 8.924	 0.067	SM1
 4588070	5070	 4.78	 0.8524	21.669	 1.288	
 4588115	5806	 4.19	 1.0494	 0.276	 0.056	
 4588387	5830	 4.60	 1.0564	10.851	 0.073	
 4633285	4995	 4.39	 0.8330	 0.372	 0.003	
 4633446	4688	 4.46	 0.7521	32.966	 0.428	
 4633478	5477	 4.34	 0.9586	 6.398	 0.015	
 4633577	5336	 4.34	 0.9214	21.453	 0.293	
 4633803	5037	 4.57	 0.8438	25.043	 0.176	
 4636464	6066	 4.36	 1.1275	 3.655	 0.005	
 4636482	4970	 4.75	 0.8265	34.084	 1.195	
 4636699	5055	 4.55	 0.8485	28.070	 1.324	
 4636771	5313	 4.46	 0.9154	16.827	 0.118	
 4636995	5469	 3.81	 0.9565	21.040	 0.506	
 4636996	6095	 4.39	 1.1366	11.157	 0.283	
 4637495	4701	 4.49	 0.7556	13.595	 0.030	
 4637506	5359	 4.62	 0.9274	12.547	 0.086	
 4637550	5538	 4.65	 0.9749	18.858	 0.241	
 4637591	4541	 4.58	 0.7118	33.367	 1.641	
 4637804	4963	 4.54	 0.8247	30.089	 3.689	
 4637812	4698	 4.45	 0.7548	31.005	 0.355	
 4637845	5020	 4.61	 0.8394	29.293	 2.971	
 4638279	4778	 4.38	 0.7761	27.532	 0.313	
 4638325	5291	 4.54	 0.9096	 0.643	 0.004	
 4638392	4673	 4.63	 0.7480	37.033	 0.869	
 4638608	5237	 4.70	 0.8956	 9.266	 0.005	
 4638835	5046	 4.51	 0.8462	19.493	 0.056	
 4638884	6367	 4.07	 1.2277	 5.977	 1.324	
 4638965	5110	 4.53	 0.8627	32.009	 5.155	
 4639017	4905	 4.49	 0.8095	15.471	 0.025	
 4639022	5628	 4.55	 0.9994	10.320	 0.015	
 4639098	5545	 3.97	 0.9768	13.435	 2.812	
 4639136	4785	 4.24	 0.7780	11.122	 0.055	
 4639283	5662	 4.36	 1.0088	17.910	 3.685	
 4639291	4945	 4.04	 0.8200	18.461	 0.023	
 4639311	4797	 4.41	 0.7812	23.023	 0.247	
 4639536	5348	 4.10	 0.9245	11.232	 0.032	
 4639598	4817	 4.42	 0.7865	25.118	 0.325	
 4639738	6195	 4.28	 1.1690	 2.081	 0.007	
 4639776	5311	 4.50	 0.9148	14.514	 0.086	
 4640018	4468	 4.45	 0.6913	15.604	 0.140	
 4640044	5709	 4.58	 1.0219	 2.967	 0.042	
 4640082	5679	 4.26	 1.0135	11.626	 0.202	
 4640185	4592	 4.45	 0.7260	33.004	 0.291	
 4640723	4918	 4.47	 0.8129	34.017	 3.315	
 4640877	5532	 4.30	 0.9733	 2.340	 0.005	
 4640914	6030	 4.28	 1.1162	 0.908	 0.003	
 4640983	5830	 4.60	 1.0564	 8.573	 0.750	
 4641098	5886	 4.58	 1.0727	16.757	 0.764	
 4641210	4984	 4.41	 0.8301	 8.889	 0.095	
 4641383	5260	 4.33	 0.9016	12.032	 0.049	
 4641431	4598	 4.64	 0.7276	13.133	 0.041	
 4641519	6042	 4.25	 1.1200	 4.210	 0.043	
 4643753	4919	 4.48	 0.8132	11.327	 0.181	
 4643916	5794	 4.34	 1.0460	11.952	 0.064	
 4644171	4436	 4.57	 0.6822	32.827	 3.762	
 4644300	4801	 4.68	 0.7822	36.137	 5.498	
 4644548	5417	 4.48	 0.9427	18.812	 0.350	
 4644662	5176	 4.34	 0.8798	31.728	 0.886	
 4644715	4815	 4.41	 0.7859	25.900	 0.110	
 4644800	5360	 4.48	 0.9277	22.303	 4.657	
 4645045	6115	 4.60	 1.1430	 6.775	 0.501	
 4645328	4957	 4.46	 0.8231	13.528	 0.042	
 4645366	5191	 4.67	 0.8837	28.170	 1.105	
 4645400	5110	 4.61	 0.8627	28.423	 1.856	
 4645626	6334	 3.81	 1.2161	 3.077	 0.003	
 4645792	5158	 4.54	 0.8751	20.804	 0.062	
 4645823	5581	 4.64	 0.9866	22.170	 0.704	
 4645878	4685	 4.64	 0.7513	28.750	 0.454	
 4645952	6378	 4.16	 1.2316	 1.318	 0.302	
 4645964	4693	 4.90	 0.7534	31.521	 1.675	
 4646077	5545	 4.63	 0.9768	16.535	 0.106	
 4646333	5107	 4.56	 0.8619	11.383	 0.222	
 4646657	5103	 4.21	 0.8609	 8.548	 0.031	
 4646799	5594	 4.55	 0.9901	22.707	 0.155	
 4646804	5108	 4.41	 0.8622	23.125	 0.108	
 4646848	5953	 4.03	 1.0927	 0.519	 0.003	
 4646881	5063	 4.45	 0.8506	17.429	 0.117	
 4647084	4714	 4.56	 0.7591	 9.752	 0.024	
 4647133	5057	 4.67	 0.8490	19.063	 0.038	
 4647309	5177	 4.21	 0.8801	21.214	 0.069	
 4647313	4960	 4.74	 0.8239	31.524	 0.430	
 4647645	6158	 4.59	 1.1568	13.866	 0.038	
 4647851	5129	 4.57	 0.8676	30.028	 0.143	
 4648209	4597	 4.31	 0.7273	36.051	 2.199	
 4648415	4983	 4.47	 0.8298	47.682	10.120	
 4648466	5446	 4.43	 0.9503	16.584	 0.106	
 4648469	4999	 4.85	 0.8340	19.006	 0.021	
 4648663	5769	 4.35	 1.0388	 3.351	 0.006	
 4648747	4827	 4.58	 0.7891	16.432	 0.085	
 4648759	5424	 4.70	 0.9445	22.748	 0.775	
 4648919	5693	 4.53	 1.0174	 0.627	 0.004	
 4649071	5827	 4.40	 1.0555	14.956	 0.159	
 4649154	6048	 4.42	 1.1218	17.910	 3.370	
 4649171	5630	 4.81	 1.0000	 9.886	 0.032	
 4649173	5377	 4.49	 0.9321	12.223	 0.058	
 4649279	5633	 4.72	 1.0008	16.150	 0.328	
 4649302	5828	 4.62	 1.0558	15.788	 0.359	
 4649344	4977	 4.22	 0.8283	 5.296	 0.003	
 4649468	5260	 4.57	 0.9016	28.638	 5.003	
 4649548	5270	 4.34	 0.9042	23.655	 0.472	
 4649635	4718	 4.35	 0.7601	 8.462	 0.056	
 4649711	5409	 4.59	 0.9405	14.393	 0.049	
 4649749	5670	 4.47	 1.0110	 5.816	 0.343	
 4649800	5201	 4.64	 0.8863	12.784	 0.027	
 4650270	5188	 4.72	 0.8829	21.767	 0.100	
 4650281	5962	 4.24	 1.0954	14.047	 0.099	
 4650327	4799	 4.43	 0.7817	 7.658	 0.003	
 4650342	5404	 4.50	 0.9392	14.452	 0.081	
 4650350	5480	 4.87	 0.9594	 0.733	 0.004	
 4650679	5818	 4.44	 1.0529	16.673	 0.693	
 4650704	5588	 4.63	 0.9885	40.796	 9.019	
 4650944	6156	 4.76	 1.1562	 3.321	 0.008	
 4651312	5068	 4.66	 0.8519	29.427	 0.833	
 4651334	5346	 4.49	 0.9240	13.091	 0.163	
 4651398	5151	 4.62	 0.8733	27.283	 0.285	
 4651519	5514	 4.39	 0.9685	17.200	 0.245	
 4655697	5559	 4.38	 0.9806	29.654	 1.757	
 4658536	5414	 4.43	 0.9419	25.808	 4.280	
 4658537	5443	 4.35	 0.9495	11.129	 0.056	
 4658673	5240	 4.75	 0.8964	19.765	 0.094	
 4658768	5367	 4.61	 0.9295	23.416	 0.294	
 4658920	5579	 4.61	 0.9860	21.517	 0.051	
 4659416	5813	 4.33	 1.0514	 3.096	 0.012	
 4659454	4643	 4.36	 0.7399	32.388	 1.168	
 4659485	5180	 4.51	 0.8808	19.913	 0.126	
 4659505	5040	 4.24	 0.8446	 8.190	 0.009	
 4659608	4449	 4.82	 0.6859	28.737	 0.443	
 4659635	5222	 4.54	 0.8917	20.557	 0.267	
 4659697	5729	 4.48	 1.0275	12.505	 2.612	
 4659705	5791	 4.53	 1.0451	16.927	 0.124	
 4659838	5638	 5.01	 1.0022	19.740	 1.100	
 4659851	5609	 4.94	 0.9942	23.840	 0.350	
 4660012	5441	 3.73	 0.9490	 5.976	 0.031	
 4660038	4533	 4.59	 0.7096	 1.512	 0.000	
